N:		T[ms]		Stdev[ms]	  Samples 
10100		5.98306		0.12282		5

10100		11.8296		0.0805324		5

10100		6.23444		0.584151		5

10100		83.779		1.99196		5

10100		83.0579		1.59618		5

10100		83.4075		1.18232		5

10200		12.5417		0.0992389		5

10200		27.3876		3.02829		5

10200		12.2911		0.473063		5

10200		6.1481		0.262205		5

10200		12.7581		1.12633		5

10200		6.05812		0.0633477		5

10200		86.6164		1.44795		5

10200		85.783		2.0147		5

10200		84.8983		0.845586		5

10300		12.9352		0.256915		5

10300		26.0671		1.38098		5

10300		12.7614		0.76362		5

10300		6.51334		0.606479		5

10300		12.5349		0.577642		5

10300		6.4998		0.667966		5

10300		89.2187		3.08581		5

10300		86.6485		1.0755		5

10300		86.9094		1.06311		5

10400		13.9168		2.09402		5

10400		25.9226		0.345232		5

10400		12.5268		0.0697121		5

10400		6.3115		0.110606		5

10400		13.2627		1.16283		5

10400		6.26972		0.0343172		5

10400		89.5477		0.817162		5

10400		90.8763		0.740815		5

10400		91.1791		1.8164		5

10500		14.1694		1.57356		5

10500		26.8092		0.482567		5

10500		12.7899		0.146943		5

10500		6.4303		0.116802		5

10500		13.4826		1.63379		5

10500		6.55214		0.253143		5

10500		91.7639		2.53509		5

10500		90.3901		1.84826		5

10500		92.6907		2.1492		5

10600		14.8723		1.48481		5

10600		27.8679		1.79419		5

10600		13.5884		0.667457		5

10600		6.51174		0.0495761		5

10600		14.6865		2.26174		5

10600		6.62692		0.280109		5

10600		91.0228		0.684439		5

10600		92.3502		2.03798		5

10600		93.6513		1.29881		5

10700		13.8804		0.187502		5

10700		27.6899		0.919101		5

10700		13.2077		0.0557352		5

10700		6.70978		0.199949		5

10700		13.5069		0.3279		5

10700		7.42604		1.60781		5

10700		94.3424		2.34469		5

10700		93.2819		0.63234		5

10700		95.0238		2.30596		5

10800		14.194		0.382802		5

10800		28.1931		0.363613		5

10800		13.8722		0.387763		5

10800		7.16758		0.626651		5

10800		13.5499		0.0672883		5

10800		7.09604		0.32132		5

10800		97.0013		1.45692		5

10800		96.6993		2.61451		5

10800		97.1338		2.14137		5

10900		14.3332		0.301602		5

10900		28.6266		0.287516		5

10900		16.0317		2.37018		5

10900		7.3185		0.6573		5

10900		13.9131		0.15358		5

10900		7.09676		0.34522		5

10900		99.8516		2.99874		5

10900		96.7552		1.96332		5

10900		98.5574		1.82844		5

11000		15.0908		0.845567		5

11000		29.1412		0.500474		5

11000		14.1753		0.307666		5

11000		7.027		0.0516378		5

11000		14.83		1.72116		5

11000		7.10852		0.0817562		5

11000		99.6458		1.44042		5

11000		100.116		2.83918		5

11000		100.762		2.23746		5

11100		15.1095		0.758239		5

11100		30.1698		0.77109		5

11100		17.1047		3.4815		5

11100		8.13896		0.765219		5

11100		16.2566		2.58645		5

11100		8.34172		2.08153		5

11100		101.907		1.09169		5

11100		108.929		3.75631		5

11100		103.365		1.73941		5

11200		15.893		0.599992		5

11200		30.2098		0.580373		5

11200		14.569		0.128957		5

11200		7.35184		0.25765		5

11200		14.9346		0.591883		5

11200		7.59714		0.652768		5

11200		107.472		3.44713		5

11200		103.229		3.05985		5

11200		102.563		0.89331		5

11300		15.5057		0.190953		5

11300		31.1072		0.705353		5

11300		15.0004		0.531649		5

11300		7.5517		0.426569		5

11300		15.234		0.477903		5

11300		7.75482		0.459846		5

11300		106.034		1.69242		5

11300		104.797		1.40292		5

11300		105.226		0.918399		5

11400		15.6402		0.297867		5

11400		32.6293		1.30517		5

11400		15.0766		0.162621		5

11400		7.62878		0.137375		5

11400		15.3263		0.449622		5

11400		7.4996		0.00928197		5

11400		108.255		1.6167		5

11400		110.695		2.94905		5

11400		107.652		1.4275		5

11500		16.7211		1.08569		5

11500		32.6917		1.57332		5

11500		15.487		0.312212		5

11500		7.6856		0.0682388		5

11500		15.3349		0.0831408		5

11500		7.91728		0.265808		5

11500		110.245		2.57744		5

11500		107.936		0.849797		5

11500		108.554		1.5985		5

11600		16.6033		0.309227		5

11600		33.1053		1.2521		5

11600		15.9042		0.471876		5

11600		7.79832		0.103518		5

11600		16.6259		2.14276		5

11600		8.73734		1.83403		5

11600		112.982		3.15884		5

11600		112.94		2.95544		5

11600		111.613		2.90613		5

11700		17.8213		2.05643		5

11700		33.2628		0.793019		5

11700		16.0462		0.335109		5

11700		8.44402		0.95338		5

11700		16.3737		0.520215		5

11700		8.1933		0.350813		5

11700		114.361		3.58954		5

11700		111.768		0.651876		5

11700		112.258		1.36924		5

11800		17.4557		1.316		5

11800		35.3459		1.48021		5

11800		16.1986		0.0931416		5

11800		8.35142		0.241376		5

11800		16.3751		0.209756		5

11800		9.21938		1.32429		5

11800		116.638		2.88427		5

11800		114.805		1.1332		5

11800		116.436		2.41853		5

11900		17.9594		1.75414		5

11900		35.2999		1.86408		5

11900		17.1271		0.595594		5

11900		8.26338		0.0942983		5

11900		16.6795		0.470846		5

11900		8.30234		0.234097		5

11900		115.388		0.801277		5

11900		118.445		1.11802		5

11900		116.358		1.3873		5

12000		17.603		0.634594		5

12000		36.1157		2.14405		5

12000		16.6623		0.0438422		5

12000		8.43544		0.121861		5

12000		17.0084		0.611122		5

12000		8.36138		0.107886		5

12000		120.637		1.92508		5

12000		118.488		1.39717		5

12000		118.04		1.57863		5

12100		17.734		0.357313		5

12100		35.7801		0.86776		5

12100		17.8011		1.68341		5

12100		8.59018		0.19076		5

12100		17.3398		0.809549		5

12100		8.52772		0.0786309		5

12100		121.129		2.37164		5

12100		120.674		0.738275		5

12100		121.209		2.78671		5

12200		18.51		1.44689		5

12200		35.8428		0.541203		5

12200		17.5429		0.526246		5

12200		9.11752		0.844709		5

12200		17.2078		0.0444955		5

12200		8.91718		0.630167		5

12200		121.699		1.05007		5

12200		123.413		3.46514		5

12200		123.846		3.06632		5

12300		18.1272		0.261195		5

12300		36.6848		0.622068		5

12300		17.631		0.112218		5

12300		8.89082		0.229959		5

12300		18.3121		1.63609		5

12300		8.84816		0.152055		5

12300		126.305		2.7226		5

12300		124.416		1.82944		5

12300		123.752		1.72333		5

12400		18.9849		1.13093		5

12400		39.1283		1.7395		5

12400		18.1846		0.559798		5

12400		9.19426		0.289478		5

12400		18.5441		0.832843		5

12400		8.90426		0.043092		5

12400		130.178		2.01859		5

12400		127.617		3.336		5

12400		126.726		2.02021		5

12500		19.887		2.20867		5

12500		40.4126		2.74278		5

12500		18.382		0.527736		5

12500		9.20594		0.249597		5

12500		18.1613		0.10139		5

12500		9.0696		0.078571		5

12500		130.568		2.74331		5

12500		129.968		3.31432		5

12500		130.896		1.3968		5

12600		19.5106		0.818294		5

12600		39.0878		0.891757		5

12600		18.7732		0.54963		5

12600		9.28556		0.161726		5

12600		19.1702		0.886094		5

12600		9.24772		0.102768		5

12600		130.571		2.18658		5

12600		131.895		2.34413		5

12600		129.466		0.375913		5

12700		20.167		0.639664		5

12700		39.3624		1.70816		5

12700		18.7525		0.149172		5

12700		9.52426		0.219991		5

12700		19.8835		2.30885		5

12700		9.718		0.78248		5

12700		134.24		1.14456		5

12700		135.259		2.3108		5

12700		133.714		2.23927		5

12800		20.6844		1.13124		5

12800		40.0622		1.77311		5

12800		19.1117		0.314901		5

12800		9.7062		0.471711		5

12800		19.3337		0.652793		5

12800		10.1042		1.09406		5

12800		136.002		2.42334		5

12800		135.582		3.80887		5

12800		137.238		3.27451		5

12900		20.7982		0.923318		5

12900		41.1764		2.14909		5

12900		20.2297		1.90855		5

12900		9.65434		0.057467		5

12900		20.2814		2.12072		5

12900		9.72744		0.223925		5

12900		136.03		1.47465		5

12900		138.223		2.96313		5

12900		138.522		2.01486		5

13000		20.7716		0.422291		5

13000		40.9203		0.656244		5

13000		19.8175		0.476151		5

13000		10.5606		1.62192		5

13000		20.7866		1.16011		5

13000		9.87312		0.114366		5

13000		141.184		1.96275		5

13000		140.268		1.42337		5

13000		143.33		2.79559		5

13100		21.7562		2.50613		5

13100		41.0423		0.212049		5

13100		20.9554		1.9522		5

13100		10.3804		0.472058		5

13100		20.5857		0.931628		5

13100		10.6986		0.537457		5

13100		143.719		3.34005		5

13100		142.775		2.38285		5

13100		144.953		3.16468		5

13200		22.1738		1.9419		5

13200		42.4722		0.919109		5

13200		21.2927		2.09805		5

13200		10.2371		0.229486		5

13200		21.1923		1.57403		5

13200		10.1489		0.168207		5

13200		144.78		2.2085		5

13200		142.82		0.48197		5

13200		143.521		1.61449		5

13300		22.6221		1.56562		5

13300		42.7709		0.518746		5

13300		21.8478		1.68997		5

13300		10.591		0.535015		5

13300		22.7326		1.12942		5

13300		10.4412		0.310506		5

13300		146.64		2.20299		5

13300		147.053		2.06207		5

13300		146.079		4.61491		5

13400		22.2839		1.62397		5

13400		44.4427		0.997515		5

13400		21.8252		2.32295		5

13400		10.4547		0.138341		5

13400		21.5977		1.77324		5

13400		11.3551		1.91535		5

13400		148.225		1.7258		5

13400		148.218		1.71486		5

13400		149.605		4.11982		5

13500		22.5945		0.70056		5

13500		45.1763		1.74276		5

13500		21.5902		0.818326		5

13500		11.1913		1.16671		5

13500		22.1607		1.01075		5

13500		10.8043		0.446456		5

13500		151.434		2.52282		5

13500		151.518		2.06001		5

13500		155.667		5.9634		5

13600		22.5112		0.835857		5

13600		45.8742		3.36785		5

13600		22.1253		1.6837		5

13600		11.1505		0.880922		5

13600		21.4872		0.124568		5

13600		10.8399		0.124922		5

13600		153.662		3.6635		5

13600		151.856		0.811197		5

13600		152.325		2.41748		5

13700		23.7932		0.836693		5

13700		48.2199		2.14407		5

13700		23.9779		1.80001		5

13700		11.0312		0.381768		5

13700		23.0909		1.1558		5

13700		11.3246		0.549867		5

13700		160.566		4.90652		5

13700		168.047		11.6875		5

13700		159.903		8.31431		5

13800		23.8228		1.92068		5

13800		46.825		1.30588		5

13800		23.0536		1.58858		5

13800		11.0832		0.0744405		5

13800		24.0504		1.8713		5

13800		12.1612		2.31801		5

13800		157.224		1.7692		5

13800		156.932		0.787416		5

13800		158.042		4.21248		5

13900		23.291		0.467534		5

13900		47.5704		1.70974		5

13900		22.544		0.225378		5

13900		11.2709		0.153421		5

13900		23.0485		1.28242		5

13900		11.2384		0.11842		5

13900		161.072		2.06563		5

13900		160.144		2.13331		5

13900		158.3		3.70091		5

14000		24.4275		1.32279		5

14000		48.0019		0.716577		5

14000		24.5408		1.96535		5

14000		11.6366		0.654026		5

14000		23.6222		1.32682		5

14000		11.4394		0.264706		5

14000		164.37		3.61513		5

14000		161.878		2.92672		5

14000		162.147		2.55558		5

14100		24.4339		0.659374		5

14100		48.3334		1.03883		5

14100		24.2183		1.5412		5

14100		11.516		0.0985087		5

14100		24.3188		2.56987		5

14100		11.5685		0.108449		5

14100		165.413		2.8813		5

14100		165.287		4.20476		5

14100		164.546		3.16831		5

14200		24.597		0.676556		5

14200		48.9321		1.44461		5

14200		23.8917		1.20761		5

14200		12.246		1.15822		5

14200		24.0541		0.813238		5

14200		12.0794		0.38758		5

14200		166.305		1.58088		5

14200		164.933		2.20232		5

14200		166.353		1.8196		5

14300		24.8654		0.622864		5

14300		49.3155		0.625501		5

14300		23.8241		0.540101		5

14300		12.2504		0.836427		5

14300		24.3944		0.948315		5

14300		12.3257		0.580795		5

14300		167.685		0.868164		5

14300		167.73		1.57728		5

14300		168.782		2.57452		5

14400		25.6169		1.07757		5

14400		50.7838		1.98479		5

14400		25.0994		1.45822		5

14400		12.4143		1.02052		5

14400		24.5151		0.738388		5

14400		12.1548		0.22789		5

14400		171.264		1.84549		5

14400		171.028		2.50947		5

14400		170.257		2.44663		5

14500		26.3867		1.16611		5

14500		51.9646		1.60491		5

14500		27.078		1.8528		5

14500		12.6103		0.657394		5

14500		25.0351		1.39779		5

14500		12.4868		0.474023		5

14500		174.109		2.61072		5

14500		171.755		2.20039		5

14500		171.981		2.02519		5

14600		26.8341		1.19807		5

14600		67.1446		17.0763		5

14600		27.2881		2.18879		5

14600		24.426		2.02283		5

14600		30.0797		4.73173		5

14600		25.9812		3.34253		5

14600		173.313		1.40085		5

14600		178.271		4.30056		5

14600		229.761		63.9056		5

14700		47.3811		14.8685		5

14700		2.36637e+06		5.29094e+06		5

14700		51.2809		34.7807		5

14700		20.2731		0.892452		5

14700		125.501		40.7605		5

14700		20.8549		2.81807		5

14700		303.048		84.3332		5

14700		95040.5		211863		5

14700		582.482		209.666		5

14800		40.9082		9.47072		5

14800		68.1173		9.95933		5

14800		41.2389		4.26336		5

14800		14.9452		1.87383		5

14800		40.7541		15.1409		5

14800		15.4408		1.43452		5

14800		254.867		43.2728		5

14800		218.055		10.2581		5

14800		203.191		4.40003		5

14900		34.4718		8.89258		5

14900		113.13		47.6441		5

14900		76.931		57.8335		5

14900		21.4959		2.19379		5

14900		50.6102		8.32499		5

14900		21.1972		1.93372		5

14900		1.33534e+07		2.98585e+07		5

14900		390.729		145.865		5

14900		257.407		33.9727		5

15000		35.44		2.51843		5

15000		70.1933		3.05061		5

15000		44.0966		8.58845		5

15000		30.2083		4.44981		5

15000		37.1119		4.63168		5

15000		27.6466		7.21803		5

15000		212.133		3.60793		5

15000		221.13		7.30619		5

15000		237.275		52.0586		5

15100		36.9726		2.67446		5

15100		62.9911		1.43455		5

15100		42.7781		5.73063		5

15100		15.7682		1.20522		5

15100		32.3783		2.80305		5

15100		15.7575		1.14664		5

15100		240.699		34.3354		5

15100		234.457		17.5897		5

15100		208.025		1.19988		5

15200		32.9037		2.55084		5

15200		68.2154		7.45443		5

15200		37.7395		14.6876		5

15200		17.9852		2.53741		5

15200		38.6798		5.56714		5

15200		16.4899		0.793332		5

15200		212.506		3.60543		5

15200		226.077		30.0555		5

15200		219.72		12.3372		5

15300		33.973		2.26501		5

15300		63.7584		1.34007		5

15300		40.227		7.07775		5

15300		20.3585		4.10702		5

15300		32.7201		1.54232		5

15300		19.6205		3.83501		5

15300		213.032		4.48121		5

15300		221.534		7.88073		5

15300		213.332		6.88732		5

15400		31.6771		1.40144		5

15400		73.1126		8.72791		5

15400		33.5838		4.44274		5

15400		16.7063		2.3985		5

15400		43.7979		9.52938		5

15400		17.5197		3.31161		5

15400		210.663		7.42702		5

15400		221.245		23.9385		5

15400		217.434		3.04673		5

15500		34.1727		2.9092		5

15500		67.9596		3.0002		5

15500		49.2776		2.61863		5

15500		16.983		1.70074		5

15500		35.7685		4.6149		5

15500		15.8498		0.487926		5

15500		221.908		9.81279		5

15500		232.936		14.5802		5

15500		218.653		5.26161		5

15600		33.2682		1.48618		5

15600		67.7541		3.66396		5

15600		33.17		2.74345		5

15600		15.8857		0.880163		5

15600		33.0737		2.47233		5

15600		15.7617		0.234707		5

15600		218.219		1.5561		5

15600		217.168		0.520679		5

15600		217.617		2.67164		5

15700		34.6336		2.52502		5

15700		61.6647		1.30042		5

15700		41.5937		8.94216		5

15700		15.7998		1.63886		5

15700		30.2702		1.56229		5

15700		15.0493		0.780879		5

15700		220.285		2.1469		5

15700		223.273		5.47177		5

15700		207.606		2.43989		5

15800		32.8178		1.3608		5

15800		67.2163		0.76685		5

15800		34.2627		3.07114		5

15800		15.717		0.458647		5

15800		33.4894		1.42282		5

15800		16.119		0.934394		5

15800		213.293		7.79618		5

15800		220.626		2.12051		5

15800		221.142		2.01758		5

15900		34.592		0.688476		5

15900		66.9752		2.72122		5

15900		35.809		3.56253		5

15900		16.9453		1.52516		5

15900		34.2787		1.75617		5

15900		17.5858		1.87373		5

15900		223.99		0.700934		5

15900		225.871		0.869203		5

15900		221.831		1.09239		5

16000		34.9594		0.968206		5

16000		68.1084		1.5871		5

16000		34.5797		1.42967		5

16000		17.6495		2.23959		5

16000		34.6772		1.79486		5

16000		16.4351		0.252315		5

16000		226.903		1.10601		5

16000		226.829		2.16839		5

16000		228.381		0.951845		5

16100		35.0052		1.01968		5

16100		70.9382		1.7972		5

16100		34.8011		2.15639		5

16100		16.4992		0.542132		5

16100		37.1088		4.62378		5

16100		17.1825		2.39885		5

16100		230.689		1.18525		5

16100		230.152		1.9126		5

16100		230.173		2.94688		5

16200		35.173		0.989394		5

16200		69.6545		2.03279		5

16200		33.6311		1.37356		5

16200		16.0178		1.06557		5

16200		34.116		1.63591		5

16200		17.4539		1.1669		5

16200		227.016		1.68392		5

16200		229.562		2.23711		5

16200		226.733		2.07929		5

16300		34.0681		1.09897		5

16300		69.0876		1.19457		5

16300		35.6131		1.97077		5

16300		18.4452		1.53381		5

16300		34.0184		1.93115		5

16300		19.2611		1.80903		5

16300		231.21		0.829155		5

16300		230.355		3.4974		5

16300		229.442		4.07657		5

16400		36.1443		1.8852		5

16400		70.6277		0.828198		5

16400		37.7977		4.01859		5

16400		17.4275		0.916596		5

16400		35.0518		1.66947		5

16400		18.1405		1.65301		5

16400		235.265		1.28245		5

16400		233.06		3.98846		5

16400		234.468		2.64689		5

16500		35.9922		1.48294		5

16500		71.6802		2.17075		5

16500		35.0502		2.25524		5

16500		17.8287		2.054		5

16500		34.1228		1.38833		5

16500		16.8183		0.988631		5

16500		236.91		3.19199		5

16500		234.668		2.32695		5

16500		234.707		5.08614		5

16600		36.8309		1.71792		5

16600		75.8833		6.00491		5

16600		35.3708		1.60193		5

16600		18.2903		0.850983		5

16600		37.5055		3.24704		5

16600		17.8253		0.503988		5

16600		241.604		3.32441		5

16600		238.454		3.78505		5

16600		246.537		2.1718		5

16700		37.3398		0.837208		5

16700		73.5055		2.03453		5

16700		35.8497		1.34279		5

16700		18.6758		1.05248		5

16700		36.1364		3.37795		5

16700		18.038		1.20237		5

16700		247.916		1.34608		5

16700		241.796		3.51178		5

16700		242.444		1.58167		5

16800		36.8779		0.55641		5

16800		75.4877		2.66251		5

16800		38.0394		3.43233		5

16800		35.2412		9.10559		5

16800		37.0711		3.22447		5

16800		35.0244		8.72426		5

16800		244.296		3.91457		5

16800		245.265		4.29081		5

16800		252.987		18.8251		5

16900		83.1422		9.12012		5

16900		144.001		14.3228		5

16900		70.8735		16.86		5

16900		33.7299		10.4488		5

16900		74.4686		19.0923		5

16900		29.7092		5.6282		5

16900		459.496		54.7201		5

16900		479.032		31.669		5

16900		451.173		76.9862		5

17000		68.7647		22.3117		5

17000		135.9		25.7846		5

17000		74.4564		16.9582		5

17000		44.516		3.16217		5

17000		92.5937		27.2667		5

17000		39.9975		9.28552		5

17000		426.528		58.8558		5

17000		469.427		74.3389		5

17000		463.138		70.6438		5

17100		72.8429		23.1141		5

17100		127.259		22.0294		5

17100		80.5637		19.1762		5

17100		39.7808		8.67225		5

17100		74.8164		29.1599		5

17100		38.5173		9.4097		5

17100		462.902		72.5124		5

17100		491.538		17.2226		5

17100		467.842		96.5349		5

17200		68.5065		16.0779		5

17200		343.505		8.54312		5

17200		174.792		66.4469		5

17200		106.861		11.2911		5

17200		216.722		12.3289		5

17200		102.59		8.11036		5

17200		420.413		48.5198		5

17200		944.32		150.349		5

17200		1038.82		10.3921		5

17300		171.353		10.3667		5

17300		328.748		7.30025		5

17300		202.825		13.6474		5

17300		107.492		9.35926		5

17300		203.542		17.6019		5

17300		95.8079		4.46997		5

17300		1036.13		14.8425		5

17300		1034.95		16.5071		5

17300		1028.47		35.2083		5

17400		173.39		8.9446		5

17400		336.295		12.8188		5

17400		208.426		19.2874		5

17400		103.045		11.9133		5

17400		202.265		5.68222		5

17400		95.9694		10.6986		5

17400		1045.83		15.1957		5

17400		1031.1		10.5661		5

17400		1037.23		12.0632		5

17500		172.867		8.58321		5

17500		369.587		6.74911		5

17500		201.729		16.9793		5

17500		107.085		17.2073		5

17500		218.827		16.9977		5

17500		116.069		14.4296		5

17500		1061.66		9.17512		5

17500		1061.86		16.2695		5

17500		1096.43		18.1175		5

17600		148.934		42.5507		5

17600		349.149		30.9749		5

17600		190.369		18.2738		5

17600		119.061		6.40507		5

17600		214.961		32.3667		5

17600		113.304		5.02565		5

17600		970.143		190.98		5

17600		926.117		160.369		5

17600		1035.44		91.3129		5

17700		190.082		11.8806		5

17700		374.054		14.7664		5

17700		213.739		7.20725		5

17700		117.255		6.78491		5

17700		219.882		11.7933		5

17700		119.32		3.80272		5

17700		1126.31		15.1393		5

17700		1084.13		80.9257		5

17700		1050.78		95.6274		5

17800		168.277		34.0546		5

17800		319.156		48.7501		5

17800		174.799		31.2084		5

17800		104.454		11.3634		5

17800		201.325		21.0489		5

17800		116.648		13.3854		5

17800		1000.26		78.8311		5

17800		877.44		75.8216		5

17800		1002.74		60.5995		5

17900		182.864		26.7879		5

17900		385.72		17.3973		5

17900		201.834		19.7397		5

17900		96.9111		3.66524		5

17900		243.824		12.8027		5

17900		89.4611		7.59864		5

17900		1128.97		18.2723		5

17900		1051.24		106.261		5

17900		1179.16		14.476		5

18000		181.734		3.89822		5

18000		360.053		6.27164		5

18000		200.296		14.1156		5

18000		90.7348		3.67681		5

18000		194.792		11.1299		5

18000		99.3696		5.81009		5

18000		1178.23		47.7498		5

18000		1203.23		27.2244		5

18000		1150.36		30.6346		5

18100		182.833		4.04894		5

18100		357.935		49.2264		5

18100		195.331		7.50677		5

18100		95.3171		3.96148		5

18100		227.243		32.8163		5

18100		102.437		17.6465		5

18100		1176.96		55.1533		5

18100		1189.86		21.9945		5

18100		1166.02		72.6484		5

18200		129.926		50.9796		5

18200		390.548		23.1971		5

18200		219.009		34.0845		5

18200		97.793		3.35338		5

18200		224.495		36.4988		5

18200		99.0309		5.63298		5

18200		725.034		56.6923		5

18200		1148.7		139.76		5

18200		1222.3		19.9466		5

18300		139.757		54.5526		5

18300		393.395		16.0851		5

18300		164.759		48.151		5

18300		118.072		10.1471		5

18300		228.061		6.79639		5

18300		128.065		18.5993		5

18300		1047.78		264.016		5

18300		843.091		293.951		5

18300		1190.86		28.5797		5

18400		205.582		8.37758		5

18400		410.478		28.0544		5

18400		241.079		18.2171		5

18400		108.966		13.5699		5

18400		231.966		18.9958		5

18400		104.41		14.9929		5

18400		1245.39		69.138		5

18400		1272.63		44.2629		5

18400		1188.82		98.2206		5

18500		189.543		7.40592		5

18500		387.798		44.9251		5

18500		204.127		14.7316		5

18500		126.846		6.13778		5

18500		222.569		24.66		5

18500		132.041		5.41879		5

18500		1223.1		18.136		5

18500		1263.75		43.2531		5

18500		1272.58		14.4273		5

18600		215.187		7.4496		5

18600		415.371		30.8143		5

18600		251.007		15.4477		5

18600		122.639		13.0623		5

18600		248.115		9.3919		5

18600		131.93		8.86923		5

18600		1298.03		26.8818		5

18600		1271.13		71.0192		5

18600		1276.18		32.4804		5

18700		216.384		4.02536		5

18700		386.163		21.8231		5

18700		233.98		19.7065		5

18700		99.8739		3.30561		5

18700		210.795		13.3781		5

18700		96.9322		4.76947		5

18700		1299.59		63.4399		5

18700		1243.68		33.4948		5

18700		1274.35		38.8722		5

18800		199.348		18.613		5

18800		383.432		19.1512		5

18800		218.37		15.4232		5

18800		114.817		17.7822		5

18800		218.285		22.328		5

18800		115.651		11.5521		5

18800		1258.4		25.2958		5

18800		1264.95		22.9336		5

18800		1270.17		32.9473		5

18900		192.859		18.8202		5

18900		405.287		21.8309		5

18900		216.893		19.9135		5

18900		107.374		5.20154		5

18900		216.623		18.3735		5

18900		101.206		4.09184		5

18900		1283.87		8.23155		5

18900		1319.5		14.0129		5

18900		1294.47		20.1218		5

19000		204.822		1.36607		5

19000		405.704		12.5512		5

19000		217.906		8.6971		5

19000		104.66		8.77807		5

19000		214.759		10.091		5

19000		107.335		5.13567		5

19000		1307.22		47.177		5

19000		1296.24		25.6322		5

19000		1289.98		34.2908		5

19100		215.622		15.4158		5

19100		415.919		16.1316		5

19100		225.397		15.6709		5

19100		109.473		11.3947		5

19100		222.474		27.2656		5

19100		114.42		6.50391		5

19100		1305.92		42.0161		5

19100		1327.91		13.3024		5

19100		1315.69		21.0189		5

19200		206.285		4.26744		5

19200		404.481		36.0825		5

19200		213.661		8.02829		5

19200		113.715		19.8595		5

19200		232.653		26.3527		5

19200		129.369		8.25842		5

19200		1310.26		35.1067		5

19200		1331.92		41.0634		5

19200		1327.25		27.3749		5

19300		220.525		8.23744		5

19300		385.343		37.5248		5

19300		220.321		12.4042		5

19300		127.535		9.12907		5

19300		225.727		18.0615		5

19300		121.184		6.80406		5

19300		1369.63		31.0948		5

19300		1253.85		79.7384		5

19300		1202.57		97.611		5

19400		222.43		26.7985		5

19400		462.119		8.90573		5

19400		272.594		22.4505		5

19400		134.569		9.38642		5

19400		267.482		9.24435		5

19400		136.222		7.83747		5

19400		1286.61		226.259		5

19400		1400.5		51.6744		5

19400		1392.37		55.2265		5

19500		227.815		18.7529		5

19500		421.575		49.2728		5

19500		267.439		19.3483		5

19500		139.592		9.64591		5

19500		266.207		19.6318		5

19500		154.867		20.1927		5

19500		1380.33		99.1486		5

19500		1421.95		34.9657		5

19500		1292.98		138.686		5

19600		239.968		5.55497		5

19600		418.876		21.9258		5

19600		288.187		12.152		5

19600		106.854		12.3765		5

19600		226.321		16.2326		5

19600		105.254		10.629		5

19600		1424.03		30.3651		5

19600		1441.64		9.29574		5

19600		1388.7		19.9065		5

19700		222.071		3.07745		5

19700		509.692		7.51604		5

19700		248.32		49.8124		5

19700		162.502		22.2933		5

19700		288.044		11.6859		5

19700		140.862		1.82801		5

19700		1411.76		28.072		5

19700		1511.73		138.94		5

19700		1592.99		57.0005		5

19800		256.973		7.05707		5

19800		513.222		7.60912		5

19800		310.276		14.2969		5

19800		128.749		17.7516		5

19800		299.924		17.9928		5

19800		121.532		11.9565		5

19800		1597.04		22.4707		5

19800		1579.13		43.3548		5

19800		1586.9		17.6069		5

19900		247.04		8.14475		5

19900		518.029		14.5573		5

19900		261.154		7.72426		5

19900		134.77		11.1933		5

19900		291.971		21.4615		5

19900		133.427		16.8804		5

19900		1581.81		17.2964		5

19900		1555.79		27.3545		5

19900		1578.24		45.8645		5

20000		240.704		37.6668		5

20000		506.438		6.40147		5

20000		280.723		19.8395		5

20000		153.622		9.03293		5

20000		280.093		10.5855		5

20000		152.892		6.68863		5

20000		1580.63		8.95742		5

20000		1596.06		15.4516		5

20000		1568.71		35.0083		5

